Year,Week_Num,Review_Count
2009,51,9
2009,52,11
2009,53,11
2010,1,14
2010,2,12
2010,3,14
2010,4,11
2010,5,12
2010,6,5
2010,7,9
2010,8,12
2010,9,4
2010,10,10
2010,11,9
2010,12,9
2010,13,9
2010,14,14
2010,15,11
2010,16,8
2010,17,8
2010,18,7
2010,19,7
2010,20,8
2010,21,5
2010,22,14
2010,23,11
2010,24,12
2010,25,7
2010,26,10
2010,27,14
2010,28,10
2010,29,7
2010,30,7
2010,31,12
2010,32,11
2010,33,16
2010,34,18
2010,35,6
2010,36,8
2010,37,8
2010,38,9
2010,39,9
2010,40,6
2010,41,9
2010,42,11
2010,43,6
2010,44,10
2010,45,11
2010,46,6
2010,47,10
2010,48,8
2010,49,9
2010,50,6
2010,51,10
2010,52,7
2011,1,9
2011,2,11
2011,3,10
2011,4,14
2011,5,13
2011,6,2
2011,7,7
2011,8,9
2011,9,6
2011,10,9
2011,11,8
2011,12,9
2011,13,19
2011,14,8
2011,15,6
2011,16,11
2011,17,11
2011,18,11
2011,19,7
2011,20,8
2011,21,9
2011,22,7
2011,23,5
2011,24,13
2011,25,14
2011,26,5
2011,27,14
2011,28,8
2011,29,8
2011,30,16
2011,31,16
2011,32,12
2011,33,11
2011,34,8
2011,35,6
2011,36,13
2011,37,7
2011,38,9
2011,39,10
2011,40,9
2011,41,6
2011,42,11
2011,43,10
2011,44,5
2011,45,5
2011,46,5
2011,47,4
2011,48,11
2011,49,3
2011,50,9
2011,51,12
2011,52,15
2012,1,13
2012,2,8
2012,3,12
2012,4,11
2012,5,5
2012,6,3
2012,7,2
2012,8,11
2012,9,7
2012,10,9
2012,11,5
2012,12,10
2012,13,10
2012,14,7
2012,15,8
2012,16,6
2012,17,6
2012,18,12
2012,19,6
2012,20,8
2012,21,8
2012,22,11
2012,23,14
2012,24,13
2012,25,9
2012,26,15
2012,27,15
2012,28,9
2012,29,14
2012,30,6
2012,31,12
2012,32,8
2012,33,9
2012,34,10
2012,35,8
2012,36,8
2012,37,10
2012,38,4
2012,39,3
2012,40,3
2012,41,3
2012,42,8
2012,43,3
2012,44,7
2012,45,3
2012,46,3
2012,47,6
2012,48,10
2012,49,5
2012,50,4
2012,51,10
2012,52,6
2013,1,1
2013,2,6
2013,3,7
2013,4,8
2013,5,11
2013,6,9
2013,7,9
2013,8,10
2013,9,8
2013,10,8
2013,11,9
2013,12,7
2013,13,6
2013,14,5
2013,15,5
2013,16,6
2013,17,6
2013,18,2
2013,19,5
2013,20,4
2013,21,5
2013,22,7
2013,23,9
2013,24,6
2013,25,8
2013,26,10
2013,27,10
2013,28,11
2013,29,6
2013,30,6
2013,31,8
2013,32,9
2013,33,11
2013,34,10
2013,35,10
2013,36,12
2013,37,3
2013,38,5
2013,39,5
2013,40,2
2013,41,3
2013,42,6
2013,43,6
2013,44,7
2013,45,7
2013,46,5
2013,47,9
2013,48,14
2013,49,3
2013,50,4
2013,51,6
2013,52,16
2014,1,1
2014,2,13
2014,3,8
2014,4,9
2014,5,7
2014,6,6
2014,7,6
2014,8,8
2014,9,7
2014,10,9
2014,11,4
2014,12,4
2014,13,12
2014,14,7
2014,15,4
2014,16,14
2014,17,6
2014,18,7
2014,19,5
2014,20,6
2014,21,5
2014,22,12
2014,23,5
2014,24,9
2014,25,9
2014,26,8
2014,27,10
2014,28,6
2014,29,8
2014,30,6
2014,31,9
2014,32,2
2014,33,11
2014,34,13
2014,35,12
2014,36,5
2014,37,4
2014,38,8
2014,39,4
2014,40,7
2014,41,7
2014,42,8
2014,43,6
2014,44,4
2014,45,2
2014,46,4
2014,47,5
2014,48,9
2014,49,11
2014,50,7
2014,51,7
2014,52,7
2015,1,1
2015,2,3
2015,3,1
2015,4,1
2015,5,1
2015,6,1
2015,7,1
2015,8,1
2015,9,1
2015,10,1
2015,11,1
2015,12,1
2015,13,1
2015,14,1
2015,15,1
2015,16,1
2015,17,1
2015,18,1
2015,19,1
2015,20,1
2015,21,1
2015,22,1
2015,23,1
2015,24,1
2015,25,1
2015,26,1
2015,27,1
2015,28,1
2015,29,1
2015,30,1
2015,31,1
2015,32,1
2015,33,1
2015,34,1
2015,35,1
2015,36,1
2015,37,1
2015,38,1
2015,39,1
2015,40,1
2015,41,1
2015,42,1
2015,43,1
2015,44,1
2015,45,1
2015,46,1
2015,47,1
2015,48,1
2015,49,1
2015,50,1
2015,51,1
2015,52,1
2015,53,1
